,class,tweet
2176,0,show #obama called #whitish yall motherfuckers would cry #racist like lil bitches #blackish
11396,0,im sorry im sorry cant fuc wit u mo hoe im sorry
17856,0,rt truedreadhead girls wanna hoe around turn gone regret shit afterwards
322,0,datfullerkid trevaughnlg yall gimped aint tht bitch huh lol
15690,0,rt ivan_splash gotta talk shit another nigga get pussy weaaak
11083,0,wish could mute rice krispies instead bitches snap crackling poppingaint shit
15827,0,rt joebudden got hoes sure cant find put lol
11753,0,im sorry didnt bitch last night
551,0,said wigga man richtake durag http tco jb7j3zsbam
6309,0,justezzzee noleydunlap would want girl stand im man bitch letting
3417,0,hunglikerobby_ gay tanning bitch juvie made white
12268,0,la place see baddest bitches world bus stop
6897,0,rbomem broke bitch
8929,0,eat pussy like got munchies
22687,0,bitches work period
12279,0,lmaooo gasp bitchyall much behind phone
16490,0,rt mix_mommie wyd hoe bucket thekaosyatti mix_mommie heyyy
7249,0,vampirrrra viva brazil niggah lol
15245,0,rt friendlyassh0le hoes hoes
23916,0,hey im bragging im like best haggling know got cash capitalism ho #receatter #indiegamepickuplines
14893,0,rt dameatisthicke invite fuck smell yo pussy across room man aint dinner cook bou
13834,0,photo seriously friends hoes funny #getyourlife http tco nbnbgycfmi
23503,0,leader rocks fucking mo hawk dances like faggot atl houstonrockets
6703,0,mjs79 chingonabe well genos ultimate faggot
154,0,johnny55perez white_thunduh ha well iguess make hoes loyal bro theyll never loyal hoes nig
24197,0,lrt turnup lil bitch
2012,0,jokes aside im goin thru niggah heart hurt smh
3276,0,gohard_brown your_daddy9 xavier bitch
2487,0,asaptwelvyy bruh bruh bitch aint loyal
17004,0,rt rabehchararah1 claiming bitches old hoes
8100,0,bitzy probably popped percocet drinks mellie seems like kind trill ol bitch #scandalabc
6891,0,ratchetandsassy hoe
16628,0,rt neskorikkenneth since couldnt keep dick outa mouth least keep name yall hoes real
17405,0,rt sqaud9rell shes hoe shes ugly shes bitch shes shes dated please take seat
17292,0,rt sheswantsthed take girl back cheats youre little bitch
8567,0,cussed fat redneck last day yolo shawnnasanford meganmonday13 kelsss_lynn
3633,0,jaydillz theyre big bitches tho lol
1803,0,jcash___ voiceofdstreetz knowing picture hoe head good knocked wind boy
5844,0,derek_gatewood got kenwood amp probably ghetto right
15814,0,rt jimnorton gift shop 911 museum charge admission mass grave fucking cunts disgrace
24267,0,niggas bugging think bitch aint gunna tell something ha
17644,0,rt thecockiestman shes really nice get know shes bitch youll get used
3128,0,ericwithahotdad bitch work 24 hours day protect freedom fuck #alwaysonwatch #globalforceforgood
23166,0,yesterday around good day great day saw lot people havent seen got high giraffe pussy #easter420
8823,0,dont throw pussy let come get
9909,0,come wont pray find time bitch
1856,0,miilkkk dude fucking legend bruh fuck right pussy lmao http tco gfyrq2vfyz true legendfuck right pussy
7742,0,always black bitches thats constantly late af reason couldnt refuse ladies free til 12 1 shots
21260,0,tk fucking money bitch
7025,0,sheisdope_ like ion care bitch susie work broke man tellin whole story blah blah blah
13621,0,shit jus turned 18 bitches dat grown shit
198,0,nickiminaj #wutkindar purple ceeeleeeman gurl jus playin stupid hoe track still shitted sum gurls
13323,0,niggas tryna fuck next nigga bitch knowing bitch next nigga bitch
13619,0,scale 1 redneck im watching days thunder right #gocruise
10545,0,havent called ugly whole life tho rt ayylmaoanod guys refer women bitches ugly lmao u disgust
18515,0,rt adubbffamous 4meshewill bring winter back 70 degrees 7 shit birdsget fukkk outta bro
2231,0,2 hoes 1 dyke
12021,0,iv decided grow hair aint braiding thostraight curls dis bitch
15295,0,rt funnypicsdepot bitch mall shaped like mr incredible http tco l8cuvnznwm
23023,0,yall bitches better stop madness
23698,0,butt chug 4lokos nah
7842,0,mlk march tryna find man bitch see u
13759,0,pappadeaux got best chicken strips swear squeeze lemons hoes
15272,0,rt funsizedyogi theblackvoice well else white ppl get us forget horrific past paint pretty picture ho
15404,0,rt hbcufessions nigga fucked virgin expecting scream wasnt even moaningbitch virgin fa
18072,0,rt wifioverhoes idgaf bitches say
23255,0,better work bitch
8548,0,crew neck ass nigguh
4509,0,real_liam_payne pussyas cat
24058,0,delete tweets one hour tweet gigantic pussy
9525,0,got iphone business sidekick bitches
18680,0,rt boss_sant dont like bitch niggaz dont like #boss
18119,0,rt yaboylilb aint hoe get traphouseeee http tco enstjlxb2h
1414,0,medrano420 want little bitch ima treat like little bitch
9292,0,fuck hoe ass professor looks like extra halloween town
14748,0,rt coley_cee new avi two yellow bitches no_fakingg lil_aerii
17162,0,rt skinny_niggadoe rt 1johnnycinco let nigga try try im fuck hoes family
15248,0,rt friendlyassh0le 400 girl 0 would 400 single bc dnt fuck broke bitches get money
22920,0,stressin bout bitch
8355,0,cant stand bitch ass niggas
17409,0,rt staytrippyyyy_ love bad bitches thats fucking problem
2967,0,daretnzr know hoes aint right
15088,0,rt espndaniel strong black women simply bitch wanna argue every single thing
6360,0,kay_laa_laa cant stand heat get kitchen gratata swag bitch
6733,0,mrrickyguevara lmao would respect hes hoe thats true
625,0,ayo even kill handicapped crippled bitches look scalp real close youll see triple sixes
7024,0,shefeelsd_payne nigga dont telling business hoe lol
6399,0,kieffer_jason c_janacek07 nigga stop bitch come high school already said yes
16708,0,rt notorioussulo dyke grabbing handful imagination http tco jfo4eczmul
22129,0,old bitch floppy tits riding elevator nerping bad
19167,0,rt idriphelicks pussy farts embarrassing
16684,0,rt nowomanisright females say seat faggot feel like put bullet yo head
10241,0,dont trust bitches
23611,0,bitch smokin gas could start ferrari
8052,0,bitch nicca talmbout mf 3peatdf yall aint da lakers
12275,0,lmao comeback somethinzfuckee 0beyyourmaster traybonmartin says twat sides head shaved like damn asshole
6407,0,kieffer_jason hunterbuch66 sbsylvester u fucking trailer trash
22108,0,nigga jerry room smell like bad pussy
22677,0,girl tried argue whilst drunk hes done shut fuck bitch im nasty cunt whilst drunk #sarry
681,0,#bout2gocrazy #aintnolevelz2disshit hungrier phat ho diet ig http tco nzubuc2qpr
12666,0,los bitch told name start could fucka b c got
5264,0,zell_gotdaloud bitch tryna get free promoting n shit lmaooo see tha cut
22142,0,shit sooooooooooooo trash
6507,0,kingxxlopez lol marcusdenton sit make fun cant stand fag
8037,0,bitch im eat ya pussy day longi got life
8529,0,correction better bring one classy bitch home momma aint going dealing random hoes house
24305,0,ofcourse someone asks else eat jackass goes brownies big surprise #dingbat
5785,0,cup_ah_noodles ya pussy lets go wheelin
20647,0,seaside smell like stank ass pussy bruh
16790,0,rt ohlawditsniesha hoe aint shit
17100,0,rt rickyngan yall hoes aint slick
10386,0,got streets ina headlock got yo bitch ina leg lock fuck fed cops
12886,0,money doesnt make happy one bit money makes feel comfortable anything get pussy dead ass broke tho tbh
18714,0,rt camxo__ rosaalbae playstation trash xbox better ya titties trash
21262,0,tmz hoes http tco j0lwd4s9d5
1254,0,freeblizz_icbc posted pics everything life yall hoes would fall love dont kill em channing
7257,0,vinny2vicious faggot knew werent really friend
633,0,dont let side bitch settle might headbutt evelyn
11900,0,pissrs tf call back half second later nd dont answer bitch ass nigga
263,0,tmacc_gfg voiceofdstreetz tmacc_gfg tizzimarie slushes hoes nasty anyway famthem hoes taste like meds
7900,0,bad asian bitch yea look like kemora
22793,0,one hoes downloaded jailmail app
8512,0,comin fat bitch
18536,0,rt alexishope_2014 got niggas got bitches want
11847,0,irritating reading ppl bitch abt smthng yet offer shit evidence even support slant simply complaining easy part
3619,0,jawshoeeahhh greyyygoose jehnayy youre gay bitch
21229,0,superman ho eyyyy
15550,0,rt hype african colored car push niggerous whips
8796,0,dont fuck girls wear beanies
15571,0,rt iscoutgirls verbally_abrupt bitch u
827,0,#boom bitches
19747,0,rt nick_sodano dis bitch jus blew high
21951,0,bitch couldnt pull ugly desperate dike wanted
13706,0,open mouf kissing nig distinctive_mae nobetternoworst lolsam love kissing smh lol
1372,0,leelucas_ 100046729 fuck ugly lol show teeth bitch fuck u
6004,0,garrett_winker shit whats hoes ill hoe pretty sure u level
12336,0,lebron warm jacket full bitch
18408,0,rt __chuuu_ want bad bitch epidemic fast bruhfees cant write sentence proper subjectverb agreement
20808,0,shout everyone puts retarded ass appreciate
4527,0,reverendgrim titsofanarchy likes dat name dem sand niggers needs know dare place da pecker order
8056,0,bitch may million dollar body got dollar menu face fourpiece nugget pussy aint worth shit
9883,0,honestly point doubt id fuck miley cyrus anymore bitch mess
19075,0,rt halfricannnnn nigger
1692,0,alexvelazquez49 jordyn stays making fun eat like little bitch
7274,0,wednesdaydreams wanted see like trash sometimes lol
18509,0,rt _yeaimmaboss 100046729 wonder oomf like want fuck would wrong one brave bitch
5235,0,yungmigo said pussy dat ass yo tongue boy
20732,0,got ass bitch got hips bitch got thighs bitch fine bitch bad way live
18693,0,rt brookebrooklyn_ spineless bitches backless dressess
4324,0,ovomar23 thanks invite tho bitch
5257,0,zaksitton lol cracker
8354,0,cant stand sob ass bitch
3139,0,evandmyers nineinchessoft redneck attitude people think benghazzi real think fox fake nws real one
7027,0,shitballshonkey try bitch boy
1895,0,skimaskjojo 1waynostra dat bird bitchheavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch
4374,0,proseish dont send pussy ass cowards old sparky
6789,0,oak_log check yer phone nigger
16467,0,rt mikey_d15 sam guy fucking pussy
21210,0,stupid teabagger restaurant making customers pay minimum wage fee http tco gjkxmziizs
15808,0,rt jiggyjust real tears nankdatthang rt theonlyreed outfits trash dyke outfit got weakkkkkkkk http
10087,0,bought sumblime shirt birthday kinda wanna cunt ask back lol #indiangiver
16401,0,rt mattietrump97 win since pile trash jairusbyrd went new orleans#buffalo1000#neworleans00000000000000#fuckbyrd#whone
3254,0,giannaamarieeee first calling hoe dont make go sharkeisha ok boo boo
14024,0,rt 3amado_carrillo rick james bitch
21054,0,thots never learn gooooo awaaaaay hoe
166,0,lcistj bruh studs keep thinking im soft hell ask ya girl many times screamed bitch oh okay stfu bye hoe
4945,0,theonemiss_luu true bitch two accounts poniesforever7
4020,0,mannypacquiao thank proving bitch ass wrong tonight
3910,0,lessonswithkate im jst fckn w ive always wanted jigg hella good jst wild enough circle cuz
13019,0,dads side family ghetto af moms side family prim proper haha
6761,0,nessauzc lmao shoes fit lace bitches im talking general
14054,0,rt a1lovely_ least say im crazysome nigga gotta find bitch wild shooting ass
4017,0,mal_dagladiator bitch fuck get mentions malzeno
16968,0,rt queenbitchhhh_ im scared lose cause know get bitches
5181,0,wyattnuckels sun follow 4 bitch cant shit stfu faggot
22243,0,worried bout bitches fashion go missing action
17785,0,rt tinytino842 triple6em96 call women bitches get
23392,0,old bitter salty ass niccas make flesh crawl bones bitches #dontarguejustacceptit
23445,0,nothing dirty whore fuck bitch
19602,0,rt manijeetwa_ jackie weird like bitch hang ppl ya age
876,0,#porn #android #iphone #ipad #sex #xxx #facial blonde tranny whore gets rammed facialized http tco kd9nu3tmwz
6361,0,kay_reneaa holy fuck thank hate bitches fuck ex boyfriend back back like damn call peace pipe
1738,0,daberellla demolishing huge bitch http tco awydbjxks4sharing caring
7932,0,bae gotta bitch whoops
7692,0,always wanted fuck bitch thank god fucked bitch
15884,0,rt jusdontblowmyhi yall lucky dmx stopped makin music id still barking hoes foo
8484,0,clan retards
15664,0,rt itsdomanic_ fabbymichelle brianlovesass_ alright ill meet im fag fact brian dont give shit
15911,0,rt killsheredon nigga high school got shoved lockers thrown trash cans tvvitterroasts
23172,0,yo bitch fun
23037,0,yall hoes nasty letting body hit eat yall smh
8114,0,blocked fuzzy butt odifass veritaz tarekfatah tariksalym ignore low life creature
14945,0,rt datnigpriest 1bookieg us nig im light skin dark skin mentality lol black
11190,0,im hungry wont give bitch time day im trying take care business
2700,0,buckm00se darealalexinla didnt spoil anything watched nigger nig nog
22862,0,play scary pc games cuz im pussy like scared shitless
6913,0,reganpate i8dis dumb hoe
11599,0,u know bitch u know ur mexican http tco jyw85vmp8k
13264,0,niccas gassing hoes never gone pop smh prolly never gone meet #wastedenergy
15686,0,rt itsyesie like damn sorry im girl hoes around sex 20 billion guys
9500,0,good morning coons
5569,0,b_shiznitt fuck bitch
3035,0,dirrttyydan lmaoo phone autocorrect like bitch
3617,0,jawshoeeahhh fabianmleal shut bitch
22867,0,people use eggplant emoji reference dick dick purple green top see doctor bruh
8233,0,bunch hurt niggas bitches ig timeline tonight muhfuckas lame hell b
23501,0,girls pussy smells like sour cream onions
10804,0,tried everything bitch said wanted man shit didnt get anywhere
22316,0,two horny guys play sexy av models trimmed pussy fuckher http tco y3sybsvpv4
23552,0,wanted hundred million dollars bad bitch
1885,0,rocafella123 waymoflydenu fleek yo vocabulary faggot
1482,0,rell1hundo what_evaittakes boney shit right seen em walking street ctfu crib tho lucky nig
13115,0,niggah waiting weekend take shits
3771,0,kazatta woulda jus told skylar one night hey got flight morninyou wit nah textin brazilian bitch
10180,0,dnt let nobody borrow shit let girlfriend got sweats lol thas u know runnin shitu otha hoes cant get sock
10697,0,love german wish nansemonds bitch ass
2760,0,candielissa twitrless_kb elissareillys helenkimfitz76 elissa fake cunt
18272,0,rt _derooo viridoesitt lose sweetyou aint lose hide lmfao viri tryna smoke hoe self
11455,0,ibukis shaved pussy fingered fucked tight little rosebud ass isdestroyed http tco kpxrszvd9k
1255,0,friendlyassh0le 53 200 lbs aint thick bitch fucking warthog
11052,0,gunna eat pussy im diet
3176,0,fixupmayte therealyoungzel divamonroe2uhoe im destroying bitch dawg
